fc_oper;channel;amount;operations_number;category_name
190122;Offline;531856.23;12751;Peluquería y Barbería
190122;Offline;28473.95;1138;Bar y Discotecas
190122;Offline;300381.35;14517;Tabaco, Alcohol y Otros
190122;Online;40553.86;667;Farmacias, Ópticas y Ortopedias
190122;Online;31396.34;1287;Restaurantes y Cafeterías
190122;Offline;764189.23;32694;Farmacias, Ópticas y Ortopedias
190122;Offline;2085409.50;105789;Restaurantes y Cafeterías
190122;Online;2371.23;15;Tabaco, Alcohol y Otros
190123;Offline;22748.79;1971;Contenidos digitales y media
190123;Offline;1463778.85;7680;Mantenimiento y Reparaciones Auto
190123;Online;256820.23;1273;Alojamiento
190123;Online;32148.18;1331;Restaurantes y Cafeterías
190123;Online;16843.94;1423;Contenidos digitales y media
190123;Online;72626.85;677;Mantenimiento y Reparaciones Auto
190123;Online;16533.65;939;Gaming
190123;Offline;2252890.18;112998;Restaurantes y Cafeterías
190123;Offline;2558578.59;69107;Combustible y Recarga
190123;Offline;7077189.21;275031;Supermercados y Pequeño Comercio
190123;Offline;788927.52;7598;Alojamiento
190123;Offline;760871.91;32909;Farmacias, Ópticas y Ortopedias
190123;Online;22719.27;511;Combustible y Recarga
190123;Online;298.29;7;Tabaco, Alcohol y Otros
190123;Offline;43253.97;2212;Gaming
190123;Online;1319323.04;34948;Supermercados y Pequeño Comercio
190123;Online;8750.79;132;Peluquería y Barbería
190123;Offline;305451.11;14939;Tabaco, Alcohol y Otros
190123;Online;67197.35;569;Bricolaje y Jardinería
190123;Online;46073.13;725;Farmacias, Ópticas y Ortopedias
190123;Online;2623.17;66;Bar y Discotecas
190123;Offline;570164.05;13661;Peluquería y Barbería
190123;Offline;40761.71;1199;Bar y Discotecas
190123;Offline;1027628.75;16035;Bricolaje y Jardinería
190124;Online;15878.31;1345;Contenidos digitales y media
190124;Online;76873.92;624;Mantenimiento y Reparaciones Auto
190124;Offline;47558.28;2629;Gaming
190124;Offline;43911.12;1668;Bar y Discotecas
190124;Offline;22905.56;1904;Contenidos digitales y media
190124;Offline;1507130.40;7701;Mantenimiento y Reparaciones Auto
190124;Online;260001.08;1262;Alojamiento
190124;Offline;1007298.90;15990;Bricolaje y Jardinería
190124;Online;25195.28;584;Combustible y Recarga
190124;Online;1256420.83;34028;Supermercados y Pequeño Comercio
190124;Online;19426.36;998;Gaming
190124;Online;8303.86;109;Peluquería y Barbería
190124;Offline;2644028.09;70964;Combustible y Recarga
190124;Online;50357.68;501;Bricolaje y Jardinería
190124;Offline;899548.00;8116;Alojamiento
190124;Offline;7364399.42;279242;Supermercados y Pequeño Comercio
190124;Offline;745636.35;32349;Farmacias, Ópticas y Ortopedias
190124;Online;3971.53;88;Bar y Discotecas
190124;Online;29456.13;1349;Restaurantes y Cafeterías
190124;Online;35083.19;634;Farmacias, Ópticas y Ortopedias
190124;Offline;313688.10;15103;Tabaco, Alcohol y Otros
190124;Offline;628040.22;15360;Peluquería y Barbería
190124;Online;1205.01;17;Tabaco, Alcohol y Otros
190124;Offline;2529981.15;123697;Restaurantes y Cafeterías
190125;Offline;24375.79;2067;Contenidos digitales y media
190125;Offline;1841233.19;9329;Mantenimiento y Reparaciones Auto
190125;Online;26293.64;1224;Gaming
190125;Online;269.54;5;Tabaco, Alcohol y Otros
190125;Online;16973.50;1651;Contenidos digitales y media
190125;Online;74006.06;509;Mantenimiento y Reparaciones Auto
190125;Online;277386.60;1206;Alojamiento
190125;Offline;3568767.03;152503;Restaurantes y Cafeterías
190125;Offline;3015221.80;81182;Combustible y Recarga
190125;Offline;10528418.78;340920;Supermercados y Pequeño Comercio
190125;Offline;1076169.15;8460;Alojamiento
190125;Online;34155.02;557;Farmacias, Ópticas y Ortopedias
190125;Online;26977.96;657;Combustible y Recarga
190125;Offline;412673.76;18608;Tabaco, Alcohol y Otros
190125;Offline;77890.96;3206;Gaming
190125;Online;961092.76;25830;Supermercados y Pequeño Comercio
190125;Offline;823487.55;34432;Farmacias, Ópticas y Ortopedias
190125;Online;48483.03;2093;Restaurantes y Cafeterías
190125;Offline;87480.67;3773;Bar y Discotecas
190125;Online;9046.91;107;Peluquería y Barbería
190125;Online;51181.26;444;Bricolaje y Jardinería
190125;Offline;865592.83;21633;Peluquería y Barbería
190125;Online;3652.63;57;Bar y Discotecas
190125;Offline;1073175.59;17474;Bricolaje y Jardinería
190126;Online;17133.19;1913;Contenidos digitales y media
190126;Online;26168.52;293;Mantenimiento y Reparaciones Auto
190126;Online;195980.57;956;Alojamiento
190126;Online;2967.70;56;Bar y Discotecas
190126;Offline;25816.32;2081;Contenidos digitales y media
190126;Offline;422850.31;3653;Mantenimiento y Reparaciones Auto
190126;Online;21399.66;1233;Gaming
190126;Online;34487.13;360;Bricolaje y Jardinería
190126;Offline;2392353.31;70607;Combustible y Recarga
190126;Online;615551.95;17505;Supermercados y Pequeño Comercio
190126;Offline;804771.85;7816;Alojamiento
190126;Offline;601654.66;26370;Farmacias, Ópticas y Ortopedias
190126;Online;21853.23;560;Combustible y Recarga
190126;Offline;176529.04;9109;Bar y Discotecas
190126;Offline;78241.39;3347;Gaming
190126;Offline;13193238.96;399085;Supermercados y Pequeño Comercio
190126;Online;5647.12;59;Peluquería y Barbería
190126;Offline;1072272.55;19507;Bricolaje y Jardinería
190126;Online;396.57;8;Tabaco, Alcohol y Otros
190126;Online;22977.89;363;Farmacias, Ópticas y Ortopedias
190126;Online;47637.02;2035;Restaurantes y Cafeterías
190126;Offline;569479.22;14832;Peluquería y Barbería
190126;Offline;5088797.81;151777;Restaurantes y Cafeterías
190126;Offline;321980.88;14139;Tabaco, Alcohol y Otros
190127;Online;18298.06;1915;Contenidos digitales y media
190127;Online;33117.43;397;Mantenimiento y Reparaciones Auto
190127;Online;220375.72;1080;Alojamiento
190127;Online;53253.33;2402;Restaurantes y Cafeterías
190127;Offline;22483.10;1970;Contenidos digitales y media
190127;Offline;18401.97;329;Mantenimiento y Reparaciones Auto
190127;Online;20992.99;1237;Gaming
190127;Offline;60619.16;3090;Tabaco, Alcohol y Otros
190127;Offline;1878579.87;59385;Combustible y Recarga
190127;Online;706970.40;22270;Supermercados y Pequeño Comercio
190127;Offline;1001980.81;8133;Alojamiento
190127;Online;5168.82;79;Peluquería y Barbería
190127;Online;21666.98;512;Combustible y Recarga
190127;Offline;3967349.21;114767;Restaurantes y Cafeterías
190127;Offline;39891.99;2420;Gaming
190127;Offline;1535902.74;75897;Supermercados y Pequeño Comercio
190127;Offline;174832.36;9654;Farmacias, Ópticas y Ortopedias
190127;Online;300.28;6;Tabaco, Alcohol y Otros
190127;Offline;193158.19;11116;Bar y Discotecas
190127;Offline;19539.21;565;Peluquería y Barbería
190127;Offline;114943.30;2558;Bricolaje y Jardinería
190127;Online;39044.04;651;Farmacias, Ópticas y Ortopedias
190127;Online;2832.28;58;Bar y Discotecas
190127;Online;25507.87;250;Bricolaje y Jardinería
190128;Offline;27133.09;2288;Contenidos digitales y media
190128;Online;92761.06;793;Mantenimiento y Reparaciones Auto
190128;Online;20495.89;1097;Gaming
190128;Online;3533.38;106;Bar y Discotecas
190128;Online;17499.76;1399;Contenidos digitales y media
190128;Offline;1246072.53;7378;Mantenimiento y Reparaciones Auto
190128;Offline;53558.96;2412;Gaming
190128;Online;61475.81;599;Bricolaje y Jardinería
190128;Online;30149.23;643;Combustible y Recarga
190128;Online;1599079.47;43033;Supermercados y Pequeño Comercio
190128;Online;305990.91;1365;Alojamiento
190128;Online;9214.96;141;Peluquería y Barbería
190128;Offline;2725287.51;73561;Combustible y Recarga
190128;Offline;1134213.56;17723;Bricolaje y Jardinería
190128;Offline;719902.04;6147;Alojamiento
190128;Offline;8372000.01;310982;Supermercados y Pequeño Comercio
190128;Offline;394303.89;9092;Peluquería y Barbería
190128;Offline;41174.51;1231;Bar y Discotecas
190128;Online;25036.40;1169;Restaurantes y Cafeterías
190128;Online;51165.60;840;Farmacias, Ópticas y Ortopedias
190128;Offline;396227.21;18535;Tabaco, Alcohol y Otros
190128;Offline;864631.23;37192;Farmacias, Ópticas y Ortopedias
190128;Offline;1731045.30;97425;Restaurantes y Cafeterías
190128;Online;1748.90;15;Tabaco, Alcohol y Otros
190129;Online;16721.54;1377;Contenidos digitales y media
190129;Online;80988.29;699;Mantenimiento y Reparaciones Auto
190129;Online;296315.88;1387;Alojamiento
190129;Online;28748.44;1344;Restaurantes y Cafeterías
190129;Offline;21622.92;1902;Contenidos digitales y media
190129;Offline;1384385.79;7557;Mantenimiento y Reparaciones Auto
190129;Offline;703579.99;6679;Alojamiento
190129;Online;3531.64;13;Tabaco, Alcohol y Otros
190129;Online;27324.79;601;Combustible y Recarga
190129;Offline;7661273.57;290847;Supermercados y Pequeño Comercio
190129;Online;18775.01;1036;Gaming
190129;Offline;600148.84;13837;Peluquería y Barbería
190129;Offline;2623094.74;71151;Combustible y Recarga
190129;Offline;2120599.73;108900;Restaurantes y Cafeterías
190129;Offline;105619.80;2906;Gaming
190129;Online;1374055.59;36105;Supermercados y Pequeño Comercio
190129;Offline;821292.12;34781;Farmacias, Ópticas y Ortopedias
190129;Offline;331369.79;15672;Tabaco, Alcohol y Otros
190129;Offline;32517.13;1185;Bar y Discotecas
190129;Online;49983.51;839;Farmacias, Ópticas y Ortopedias
190129;Online;64807.44;573;Bricolaje y Jardinería
190129;Online;10569.65;156;Peluquería y Barbería
190129;Offline;1050055.40;16192;Bricolaje y Jardinería
190129;Online;4106.70;74;Bar y Discotecas
190130;Online;16296.17;1370;Contenidos digitales y media
190130;Online;85831.26;739;Mantenimiento y Reparaciones Auto
190130;Online;295441.88;1337;Alojamiento
190130;Online;3661.31;111;Bar y Discotecas
190130;Offline;24436.95;2086;Contenidos digitales y media
190130;Offline;1544463.54;8010;Mantenimiento y Reparaciones Auto
190130;Offline;53600.73;2728;Gaming
190130;Offline;1009491.52;16190;Bricolaje y Jardinería
190130;Online;30421.71;627;Combustible y Recarga
190130;Online;1369240.23;36640;Supermercados y Pequeño Comercio
190130;Online;18579.08;1345;Gaming
190130;Online;42291.18;697;Farmacias, Ópticas y Ortopedias
190130;Offline;2724413.75;73752;Combustible y Recarga
190130;Online;64204.67;595;Bricolaje y Jardinería
190130;Offline;774420.81;7580;Alojamiento
190130;Offline;7745345.41;292264;Supermercados y Pequeño Comercio
190130;Offline;662804.63;15551;Peluquería y Barbería
190130;Offline;44223.90;1522;Bar y Discotecas
190130;Online;35613.77;1483;Restaurantes y Cafeterías
190130;Online;10837.78;155;Peluquería y Barbería
190130;Offline;2382474.11;119484;Restaurantes y Cafeterías
190130;Offline;839569.35;35005;Farmacias, Ópticas y Ortopedias
190130;Offline;346364.49;16398;Tabaco, Alcohol y Otros
190130;Online;2140.62;23;Tabaco, Alcohol y Otros
190131;Offline;19681.87;1569;Contenidos digitales y media
190131;Online;78224.14;688;Mantenimiento y Reparaciones Auto
190131;Offline;56429.71;2707;Gaming
190131;Online;1656.50;15;Tabaco, Alcohol y Otros
190131;Online;16535.28;1223;Contenidos digitales y media
190131;Offline;1588826.07;8183;Mantenimiento y Reparaciones Auto
190131;Online;20754.51;1369;Gaming
190131;Offline;2687580.40;131490;Restaurantes y Cafeterías
190131;Offline;2797709.08;76299;Combustible y Recarga
190131;Online;1405587.46;36823;Supermercados y Pequeño Comercio
190131;Offline;863580.61;7937;Alojamiento
190131;Offline;848559.16;35304;Farmacias, Ópticas y Ortopedias
190131;Online;29037.52;608;Combustible y Recarga
190131;Offline;376259.76;17280;Tabaco, Alcohol y Otros
190131;Online;284634.12;1343;Alojamiento
190131;Offline;8547182.65;304501;Supermercados y Pequeño Comercio
190131;Offline;780792.64;18057;Peluquería y Barbería
190131;Online;36224.70;1662;Restaurantes y Cafeterías
190131;Offline;979566.08;16085;Bricolaje y Jardinería
190131;Online;47094.82;820;Farmacias, Ópticas y Ortopedias
190131;Offline;51317.28;1845;Bar y Discotecas
190131;Online;19987.26;202;Peluquería y Barbería
190131;Online;55844.15;516;Bricolaje y Jardinería
190131;Online;4479.82;105;Bar y Discotecas
190201;Online;19393.22;1621;Contenidos digitales y media
190201;Offline;2012899.27;9770;Mantenimiento y Reparaciones Auto
190201;Offline;1050367.17;8468;Alojamiento
190201;Offline;1118904.15;18038;Bricolaje y Jardinería
190201;Offline;29197.97;2372;Contenidos digitales y media
190201;Online;66672.66;603;Mantenimiento y Reparaciones Auto
190201;Offline;97090.55;5278;Gaming
190201;Online;53903.69;497;Bricolaje y Jardinería
190201;Offline;3142701.01;83640;Combustible y Recarga
190201;Offline;11595515.98;361642;Supermercados y Pequeño Comercio
190201;Online;35882.21;2311;Gaming
190201;Online;20811.79;373;Peluquería y Barbería
190201;Online;37940.68;732;Combustible y Recarga
190201;Offline;96455.99;3965;Bar y Discotecas
190201;Online;295464.66;1465;Alojamiento
190201;Online;1188439.96;30524;Supermercados y Pequeño Comercio
190201;Online;33612.55;582;Farmacias, Ópticas y Ortopedias
190201;Online;3630.52;76;Bar y Discotecas
190201;Online;570.42;13;Tabaco, Alcohol y Otros
190201;Offline;875296.65;35851;Farmacias, Ópticas y Ortopedias
190201;Offline;444447.03;19822;Tabaco, Alcohol y Otros
190201;Offline;984525.16;23987;Peluquería y Barbería
190201;Online;57396.21;2437;Restaurantes y Cafeterías
190201;Offline;3655370.20;157252;Restaurantes y Cafeterías
190202;Online;18285.41;1788;Contenidos digitales y media
190202;Offline;435487.89;3806;Mantenimiento y Reparaciones Auto
190202;Offline;111286.65;5091;Gaming
190202;Offline;5201726.51;154449;Restaurantes y Cafeterías
190202;Offline;28245.98;2435;Contenidos digitales y media
190202;Online;38750.31;445;Mantenimiento y Reparaciones Auto
190202;Online;220766.64;1073;Alojamiento
190202;Online;259.26;3;Tabaco, Alcohol y Otros
190202;Online;24926.32;566;Combustible y Recarga
190202;Online;738776.38;20911;Supermercados y Pequeño Comercio
190202;Online;31363.13;2009;Gaming
190202;Online;5120.60;108;Peluquería y Barbería
190202;Offline;2429163.52;70436;Combustible y Recarga
190202;Online;54665.41;2266;Restaurantes y Cafeterías
190202;Offline;815578.25;8042;Alojamiento
190202;Offline;14425232.50;421791;Supermercados y Pequeño Comercio
190202;Online;26987.21;463;Farmacias, Ópticas y Ortopedias
190202;Offline;348509.30;14940;Tabaco, Alcohol y Otros
190202;Online;38593.94;431;Bricolaje y Jardinería
190202;Offline;645156.46;27687;Farmacias, Ópticas y Ortopedias
190202;Online;5968.90;72;Bar y Discotecas
190202;Offline;652354.43;16627;Peluquería y Barbería
190202;Offline;218910.73;10184;Bar y Discotecas
190202;Offline;1168632.77;21291;Bricolaje y Jardinería
190203;Online;17466.61;1805;Contenidos digitales y media
190203;Offline;24200.55;399;Mantenimiento y Reparaciones Auto
190203;Online;25686.26;1687;Gaming
190203;Online;34714.96;289;Bricolaje y Jardinería
190203;Offline;29228.42;2599;Contenidos digitales y media
190203;Online;44023.79;494;Mantenimiento y Reparaciones Auto
190203;Offline;52245.19;3224;Gaming
190203;Offline;127624.34;2966;Bricolaje y Jardinería
190203;Online;25836.97;560;Combustible y Recarga
190203;Offline;1712179.18;81558;Supermercados y Pequeño Comercio
190203;Offline;1014501.19;8945;Alojamiento
190203;Offline;31380.74;719;Peluquería y Barbería
190203;Offline;2000977.65;62174;Combustible y Recarga
190203;Offline;243357.12;13698;Bar y Discotecas
190203;Online;264382.80;1219;Alojamiento
190203;Online;752387.10;24134;Supermercados y Pequeño Comercio
190203;Offline;184842.49;9927;Farmacias, Ópticas y Ortopedias
190203;Online;7221.86;65;Bar y Discotecas
190203;Offline;64994.24;3318;Tabaco, Alcohol y Otros
190203;Online;38394.84;591;Farmacias, Ópticas y Ortopedias
190203;Online;471.94;8;Tabaco, Alcohol y Otros
190203;Online;8084.81;134;Peluquería y Barbería
190203;Online;57987.36;2547;Restaurantes y Cafeterías
190203;Offline;4262900.85;122656;Restaurantes y Cafeterías
190204;Offline;27340.11;2378;Contenidos digitales y media
190204;Offline;1406681.35;8082;Mantenimiento y Reparaciones Auto
190204;Offline;61334.66;2964;Gaming
190204;Offline;432730.45;19922;Tabaco, Alcohol y Otros
190204;Online;18849.36;1498;Contenidos digitales y media
190204;Online;103220.94;916;Mantenimiento y Reparaciones Auto
190204;Online;18104.76;1157;Gaming
190204;Online;1495.04;10;Tabaco, Alcohol y Otros
190204;Offline;2947560.69;78012;Combustible y Recarga
190204;Offline;8986316.33;325609;Supermercados y Pequeño Comercio
190204;Online;332435.66;1512;Alojamiento
190204;Offline;481720.98;10759;Peluquería y Barbería
190204;Online;31396.79;697;Combustible y Recarga
190204;Offline;1875023.56;103485;Restaurantes y Cafeterías
190204;Offline;770102.28;6657;Alojamiento
190204;Online;1736404.20;45169;Supermercados y Pequeño Comercio
190204;Offline;935286.35;39696;Farmacias, Ópticas y Ortopedias
190204;Online;27093.74;1194;Restaurantes y Cafeterías
190204;Offline;1194402.41;18804;Bricolaje y Jardinería
190204;Online;47278.94;797;Farmacias, Ópticas y Ortopedias
190204;Online;77704.39;651;Bricolaje y Jardinería
190204;Online;15637.21;236;Peluquería y Barbería
190204;Offline;55975.91;1472;Bar y Discotecas
190204;Online;4896.18;72;Bar y Discotecas
190205;Online;17564.93;1478;Contenidos digitales y media
190205;Offline;1495316.18;8162;Mantenimiento y Reparaciones Auto
190205;Offline;769366.16;7358;Alojamiento
190205;Offline;54048.87;1435;Bar y Discotecas
190205;Offline;26889.68;2371;Contenidos digitales y media
190205;Online;94048.86;843;Mantenimiento y Reparaciones Auto
190205;Online;30983.68;1634;Gaming
190205;Online;4320.39;50;Bar y Discotecas
190205;Online;28682.20;632;Combustible y Recarga
190205;Online;1519516.21;39508;Supermercados y Pequeño Comercio
